ID	Symbol	Type
729967	MORN2	protein-coding
100271715	ARHGEF33	protein-coding
6654	SOS1	protein-coding
344387	CDKL4	protein-coding
8491	MAP4K3	protein-coding
130733	TMEM178A	protein-coding
80745	THUMPD2	protein-coding
6546	SLC8A1	protein-coding
91461	PKDCC	protein-coding
27436	EML4	protein-coding
9167	COX7A2L	protein-coding
170850	KCNG3	protein-coding
57504	MTA3	protein-coding
165140	OXER1	protein-coding
23498	HAAO	protein-coding
107985876	LOC107985876	protein-coding
678	ZFP36L2	protein-coding
63892	THADA	protein-coding
130271	PLEKHH2	protein-coding
728819	C1GALT1C1L	protein-coding
51626	DYNC2LI1	protein-coding
64240	ABCG5	protein-coding
64241	ABCG8	protein-coding
10128	LRPPRC	protein-coding
5495	PPM1B	protein-coding
6519	SLC3A1	protein-coding
9581	PREPL	protein-coding
79823	CAMKMT	protein-coding
6496	SIX3	protein-coding
10736	SIX2	protein-coding
55133	SRBD1	protein-coding
5581	PRKCE	protein-coding
2034	EPAS1	protein-coding
388946	TMEM247	protein-coding
90423	ATP6V1E2	protein-coding
23433	RHOQ	protein-coding
5281	PIGF	protein-coding
9419	CRIPT	protein-coding
9655	SOCS5	protein-coding
90411	MCFD2	protein-coding
57217	TTC7A	protein-coding
285051	STPG4	protein-coding
805	CALM2	protein-coding
4072	EPCAM	protein-coding
4436	MSH2	protein-coding
56660	KCNK12	protein-coding
2956	MSH6	protein-coding
80204	FBXO11	protein-coding
3344	FOXN2	protein-coding
129285	PPP1R21	protein-coding
286749	STON1-GTF2A1L	protein-coding
11037	STON1	protein-coding
11036	GTF2A1L	protein-coding
3973	LHCGR	protein-coding
2492	FSHR	protein-coding
9378	NRXN1	protein-coding
51130	ASB3	protein-coding
100302652	GPR75-ASB3	protein-coding
494143	CHAC2	protein-coding
27248	ERLEC1	protein-coding
10936	GPR75	protein-coding
23198	PSME4	protein-coding
98	ACYP2	protein-coding
388951	TSPYL6	protein-coding
129852	C2orf73	protein-coding
6711	SPTBN1	protein-coding
400954	EML6	protein-coding
57142	RTN4	protein-coding
130162	CLHC1	protein-coding
6233	RPS27A	protein-coding
4528	MTIF2	protein-coding
55704	CCDC88A	protein-coding
112942	CFAP36	protein-coding
57223	PPP4R3B	protein-coding
87178	PNPT1	protein-coding
2202	EFEMP1	protein-coding
114800	CCDC85A	protein-coding
7444	VRK2	protein-coding
55120	FANCL	protein-coding
53335	BCL11A	protein-coding
64895	PAPOLG	protein-coding
5966	REL	protein-coding
150962	PUS10	protein-coding
5194	PEX13	protein-coding
84542	SANBR	protein-coding
339804	C2orf74	protein-coding
9736	USP34	protein-coding
7514	XPO1	protein-coding
84140	FAM161A	protein-coding
10575	CCT4	protein-coding
150684	COMMD1	protein-coding
10678	B3GNT2	protein-coding
200728	TMEM17	protein-coding
23301	EHBP1	protein-coding
5013	OTX1	protein-coding
51057	WDPCP	protein-coding
4190	MDH1	protein-coding
7360	UGP2	protein-coding
51542	VPS54	protein-coding
57162	PELI1	protein-coding
29094	LGALSL	protein-coding
54812	AFTPH	protein-coding
9792	SERTAD2	protein-coding
6509	SLC1A4	protein-coding
23177	CEP68	protein-coding
5861	RAB1A	protein-coding
10097	ACTR2	protein-coding
200734	SPRED2	protein-coding
4211	MEIS1	protein-coding
54465	ETAA1	protein-coding
10438	C1D	protein-coding
116143	DNAAF10	protein-coding
56902	PNO1	protein-coding
5534	PPP3R1	protein-coding
25927	CNRIP1	protein-coding
5341	PLEK	protein-coding
554251	FBXO48	protein-coding
200558	APLF	protein-coding
10887	PROKR1	protein-coding
9938	ARHGAP25	protein-coding
27302	BMP10	protein-coding
200504	GKN2	protein-coding
56287	GKN1	protein-coding
84168	ANTXR1	protein-coding
2673	GFPT1	protein-coding
27247	NFU1	protein-coding
22848	AAK1	protein-coding
112268437	LOC112268437	protein-coding
307	ANXA4	protein-coding
64395	GMCL1	protein-coding
11017	SNRNP27	protein-coding
4084	MXD1	protein-coding
151516	ASPRV1	protein-coding
5093	PCBP1	protein-coding
54980	C2orf42	protein-coding
7072	TIA1	protein-coding
51449	PCYOX1	protein-coding
6637	SNRPG	protein-coding
84908	FAM136A	protein-coding
7039	TGFA	protein-coding
119	ADD2	protein-coding
344018	FIGLA	protein-coding
165530	CLEC4F	protein-coding
50489	CD207	protein-coding
25806	VAX2	protein-coding
525	ATP6V1B1	protein-coding
79998	ANKRD53	protein-coding
113419	TEX261	protein-coding
55577	NAGK	protein-coding
84693	MCEE	protein-coding
10199	MPHOSPH10	protein-coding
400961	PAIP2B	protein-coding
27332	ZNF638	protein-coding
8291	DYSF	protein-coding
56603	CYP26B1	protein-coding
23233	EXOC6B	protein-coding
6697	SPR	protein-coding
2016	EMX1	protein-coding
94097	SFXN5	protein-coding
26056	RAB11FIP5	protein-coding
344022	NOTO	protein-coding
10322	SMYD5	protein-coding
84279	PRADC1	protein-coding
10574	CCT7	protein-coding
150726	FBXO41	protein-coding
1961	EGR4	protein-coding
7840	ALMS1	protein-coding
9027	NAT8	protein-coding
51002	TPRKB	protein-coding
8446	DUSP11	protein-coding
388960	C2orf78	protein-coding
10617	STAMBP	protein-coding
72	ACTG2	protein-coding
1716	DGUOK	protein-coding
200424	TET3	protein-coding
388962	BOLA3	protein-coding
55233	MOB1A	protein-coding
10797	MTHFD2	protein-coding
57835	SLC4A5	protein-coding
1639	DCTN1	protein-coding
388963	C2orf81	protein-coding
84058	WDR54	protein-coding
6242	RTKN	protein-coding
83444	INO80B	protein-coding
23559	WBP1	protein-coding
7841	MOGS	protein-coding
116540	MRPL53	protein-coding
84865	CCDC142	protein-coding
64427	TTC31	protein-coding
85474	LBX2	protein-coding
84759	PCGF1	protein-coding
3196	TLX2	protein-coding
165545	DQX1	protein-coding
550	AUP1	protein-coding
27429	HTRA2	protein-coding
84695	LOXL3	protein-coding
1796	DOK1	protein-coding
130951	M1AP	protein-coding
10505	SEMA4F	protein-coding
3099	HK2	protein-coding
56655	POLE4	protein-coding
6869	TACR1	protein-coding
84141	EVA1A	protein-coding
9801	MRPL19	protein-coding
6936	GCFC2	protein-coding
80059	LRRTM4	protein-coding
130120	REG3G	protein-coding
5968	REG1B	protein-coding
5967	REG1A	protein-coding
5068	REG3A	protein-coding
1496	CTNNA2	protein-coding
347730	LRRTM1	protein-coding
8802	SUCLG1	protein-coding
1768	DNAH6	protein-coding
129293	TRABD2A	protein-coding
9168	TMSB10	protein-coding
56888	KCMF1	protein-coding
83439	TCF7L1	protein-coding
10618	TGOLN2	protein-coding
54884	RETSAT	protein-coding
84173	ELMOD3	protein-coding
822	CAPG	protein-coding
284948	SH2D6	protein-coding
4144	MAT2A	protein-coding
2677	GGCX	protein-coding
8673	VAMP8	protein-coding
10791	VAMP5	protein-coding
51255	RNF181	protein-coding
129303	TMEM150A	protein-coding
10713	USP39	protein-coding
388969	C2orf68	protein-coding
6439	SFTPB	protein-coding
10578	GNLY	protein-coding
84913	ATOH8	protein-coding
8869	ST3GAL5	protein-coding
25885	POLR1A	protein-coding
55037	PTCD3	protein-coding
10989	IMMT	protein-coding
51318	MRPL35	protein-coding
65055	REEP1	protein-coding
55818	KDM3A	protein-coding
100526767	RNF103-CHMP3	protein-coding
51652	CHMP3	protein-coding
7844	RNF103	protein-coding
64795	RMND5A	protein-coding
925	CD8A	protein-coding
926	CD8B	protein-coding
400966	RGPD1	protein-coding
5343	PLGLB1	protein-coding
5342	PLGLB2	protein-coding
729857	RGPD2	protein-coding
51315	KRCC1	protein-coding
150572	SMYD1	protein-coding
2168	FABP1	protein-coding
55258	THNSL2	protein-coding
344167	FOXI3	protein-coding
200523	TEX37	protein-coding
9451	EIF2AK3	protein-coding
22934	RPIA	protein-coding
107985915	LOC107985915	protein-coding
100509620	AQP7B	protein-coding
150483	TEKT4	protein-coding
4118	MAL	protein-coding
64969	MRPS5	protein-coding
84874	ZNF514	protein-coding
7549	ZNF2	protein-coding
150696	PROM2	protein-coding
30818	KCNIP3	protein-coding
51011	FAHD2A	protein-coding
653192	TRIM43B	protein-coding
129868	TRIM43	protein-coding
400986	ANKRD36C	protein-coding
150763	GPAT2	protein-coding
151	ADRA2B	protein-coding
431705	ASTL	protein-coding
1844	DUSP2	protein-coding
56910	STARD7	protein-coding
55654	TMEM127	protein-coding
9391	CIAO1	protein-coding
23020	SNRNP200	protein-coding
150771	ITPRIPL1	protein-coding
23397	NCAPH	protein-coding
93082	NEURL3	protein-coding
10865	ARID5A	protein-coding
55683	KANSL3	protein-coding
90342	FER1L5	protein-coding
81562	LMAN2L	protein-coding
26504	CNNM4	protein-coding
26505	CNNM3	protein-coding
200539	ANKRD23	protein-coding
51239	ANKRD39	protein-coding
54910	SEMA4C	protein-coding
51252	FAM178B	protein-coding
151313	FAHD2B	protein-coding
375248	ANKRD36	protein-coding
57730	ANKRD36B	protein-coding
1329	COX5B	protein-coding
10120	ACTR1B	protein-coding
728537	C2orf92	protein-coding
7535	ZAP70	protein-coding
23505	TMEM131	protein-coding
200403	VWA3B	protein-coding
1261	CNGA3	protein-coding
3631	INPP4A	protein-coding
493753	COA5	protein-coding
25972	UNC50	protein-coding
11320	MGAT4A	protein-coding
343990	CRACDL	protein-coding
80705	TSGA10	protein-coding
150590	C2orf15	protein-coding
51601	LIPT1	protein-coding
129531	MITD1	protein-coding
51263	MRPL30	protein-coding
254773	LYG2	protein-coding
129530	LYG1	protein-coding
10190	TXNDC9	protein-coding
9669	EIF5B	protein-coding
51455	REV1	protein-coding
3899	AFF3	protein-coding
164832	LONRF2	protein-coding
9486	CHST10	protein-coding
129521	NMS	protein-coding
79031	PDCL3	protein-coding
4862	NPAS2	protein-coding
6160	RPL31	protein-coding
11138	TBC1D8	protein-coding
55571	CNOT11	protein-coding
284996	RNF149	protein-coding
200407	CREG2	protein-coding
731220	RFX8	protein-coding
9448	MAP4K4	protein-coding
7850	IL1R2	protein-coding
3554	IL1R1	protein-coding
8808	IL1RL2	protein-coding
9173	IL1RL1	protein-coding
8809	IL18R1	protein-coding
8807	IL18RAP	protein-coding
389015	SLC9A4	protein-coding
6549	SLC9A2	protein-coding
84804	MFSD9	protein-coding
130827	TMEM182	protein-coding
5455	POU3F3	protein-coding
64965	MRPS9	protein-coding
11250	GPR45	protein-coding
9392	TGFBRAP1	protein-coding
79074	C2orf49	protein-coding
2274	FHL2	protein-coding
8440	NCK2	protein-coding
84417	ECRG4	protein-coding
80146	UXS1	protein-coding
653489	RGPD3	protein-coding
927	CD8B2	protein-coding
84620	ST6GAL2	protein-coding
285190	RGPD4	protein-coding
60482	SLC5A7	protein-coding
442038	SULT1C3	protein-coding
6819	SULT1C2	protein-coding
27233	SULT1C4	protein-coding
9648	GCC2	protein-coding
3987	LIMS1	protein-coding
5903	RANBP2	protein-coding
165055	CCDC138	protein-coding
10913	EDAR	protein-coding
344558	SH3RF3	protein-coding
151011	SEPTIN10	protein-coding
65124	SOWAHC	protein-coding
84220	RGPD5	protein-coding
96626	LIMS3	protein-coding
7851	MALL	protein-coding
4867	NPHP1	protein-coding
205251	MTLN	protein-coding
100288695	LIMS4	protein-coding
729540	RGPD6	protein-coding
699	BUB1	protein-coding
55289	ACOXL	protein-coding
10018	BCL2L11	protein-coding
64682	ANAPC1	protein-coding
10461	MERTK	protein-coding
84910	TMEM87B	protein-coding
129804	FBLN7	protein-coding
84524	ZC3H8	protein-coding
376940	ZC3H6	protein-coding
727851	RGPD8	protein-coding
150465	TTL	protein-coding
84172	POLR1B	protein-coding
84269	CHCHD5	protein-coding
6574	SLC20A1	protein-coding
284958	NT5DC4	protein-coding
150468	CKAP2L	protein-coding
3552	IL1A	protein-coding
3553	IL1B	protein-coding
27178	IL37	protein-coding
56300	IL36G	protein-coding
27179	IL36A	protein-coding
27177	IL36B	protein-coding
26525	IL36RN	protein-coding
84639	IL1F10	protein-coding
3557	IL1RN	protein-coding
23550	PSD4	protein-coding
7849	PAX8	protein-coding
150472	ZNG1B	protein-coding
200350	FOXD4L1	protein-coding
11159	RABL2A	protein-coding
80255	SLC35F5	protein-coding
10096	ACTR3	protein-coding
57628	DPP10	protein-coding
8886	DDX18	protein-coding
54520	CCDC93	protein-coding
51141	INSIG2	protein-coding
2019	EN1	protein-coding
8685	MARCO	protein-coding
165257	C1QL2	protein-coding
55240	STEAP3	protein-coding
130355	C2orf76	protein-coding
1622	DBI	protein-coding
140738	TMEM37	protein-coding
6344	SCTR	protein-coding
200373	CFAP221	protein-coding
80775	TMEM177	protein-coding
5775	PTPN4	protein-coding
57669	EPB41L5	protein-coding
79134	TMEM185B	protein-coding
5899	RALB	protein-coding
105373989	LOC105373989	protein-coding
3625	INHBB	protein-coding
2736	GLI2	protein-coding
29842	TFCP2L1	protein-coding
23332	CLASP1	protein-coding
84365	NIFK	protein-coding
7247	TSN	protein-coding
129684	CNTNAP5	protein-coding
2995	GYPC	protein-coding
101929926	TEX51	protein-coding
274	BIN1	protein-coding
339761	CYP27C1	protein-coding
2071	ERCC3	protein-coding
10746	MAP3K2	protein-coding
5624	PROC	protein-coding
55677	IWS1	protein-coding
4648	MYO7B	protein-coding
55679	LIMS2	protein-coding
2840	GPR17	protein-coding
55339	WDR33	protein-coding
84826	SFT2D3	protein-coding
5433	POLR2D	protein-coding
83607	AMMECR1L	protein-coding
79595	SAP130	protein-coding
56886	UGGT1	protein-coding
9394	HS6ST1	protein-coding
84084	RAB6C	protein-coding
728378	POTEF	protein-coding
91409	CCDC74B	protein-coding
55627	SMPD4	protein-coding
80097	MZT2B	protein-coding
112714	TUBA3E	protein-coding
84317	CCDC115	protein-coding
92856	IMP4	protein-coding
26469	PTPN18	protein-coding
653269	POTEI	protein-coding
653275	CFC1B	protein-coding
55997	CFC1	protein-coding
653781	POTEJ	protein-coding
344561	GPR148	protein-coding
205147	AMER3	protein-coding
50649	ARHGEF4	protein-coding
130074	FAM168B	protein-coding
55041	PLEKHB2	protein-coding
445582	POTEE	protein-coding
150786	RAB6D	protein-coding
653784	MZT2A	protein-coding
113457	TUBA3D	protein-coding
90557	CCDC74A	protein-coding
554226	ANKRD30BL	protein-coding
2863	GPR39	protein-coding
116372	LYPD1	protein-coding
344148	NCKAP5	protein-coding
4249	MGAT5	protein-coding
81615	TMEM163	protein-coding
130013	ACMSD	protein-coding
905	CCNT2	protein-coding
80122	MAP3K19	protein-coding
22930	RAB3GAP1	protein-coding
84083	ZRANB3	protein-coding
23518	R3HDM1	protein-coding
23190	UBXN4	protein-coding
3938	LCT	protein-coding
4175	MCM6	protein-coding
1615	DARS1	protein-coding
7852	CXCR4	protein-coding
80731	THSD7B	protein-coding
3176	HNMT	protein-coding
339745	SPOPL	protein-coding
11249	NXPH2	protein-coding
53353	LRP1B	protein-coding
8942	KYNU	protein-coding
55843	ARHGAP15	protein-coding
79712	GTDC1	protein-coding
9839	ZEB2	protein-coding
92	ACVR2A	protein-coding
5000	ORC4	protein-coding
55777	MBD5	protein-coding
26122	EPC2	protein-coding
3800	KIF5C	protein-coding
130576	LYPD6B	protein-coding
130574	LYPD6	protein-coding
27249	MMADHC	protein-coding
390	RND3	protein-coding
375287	RBM43	protein-coding
9111	NMI	protein-coding
7130	TNFAIP6	protein-coding
55183	RIF1	protein-coding
4703	NEB	protein-coding
26225	ARL5A	protein-coding
785	CACNB4	protein-coding
10254	STAM2	protein-coding
114793	FMNL2	protein-coding
55660	PRPF40A	protein-coding
151188	ARL6IP6	protein-coding
56475	RPRM	protein-coding
114805	GALNT13	protein-coding
3760	KCNJ3	protein-coding
4929	NR4A2	protein-coding
2820	GPD2	protein-coding
11227	GALNT5	protein-coding
57471	ERMN	protein-coding
9595	CYTIP	protein-coding
130399	ACVR1C	protein-coding
90	ACVR1	protein-coding
151531	UPP2	protein-coding
130940	CCDC148	protein-coding
8502	PKP4	protein-coding
92196	DAPL1	protein-coding
85461	TANC1	protein-coding
151525	WDSUB1	protein-coding
29994	BAZ2B	protein-coding
64844	MARCHF7	protein-coding
100526664	LY75-CD302	protein-coding
9936	CD302	protein-coding
4065	LY75	protein-coding
22925	PLA2R1	protein-coding
3694	ITGB6	protein-coding
5937	RBMS1	protein-coding
10010	TANK	protein-coding
10213	PSMD14	protein-coding
10716	TBR1	protein-coding
57282	SLC4A10	protein-coding
1803	DPP4	protein-coding
2641	GCG	protein-coding
2191	FAP	protein-coding
64135	IFIH1	protein-coding
25801	GCA	protein-coding
90134	KCNH7	protein-coding
55137	FIGN	protein-coding
2888	GRB14	protein-coding
22837	COBLL1	protein-coding
151258	SLC38A11	protein-coding
6328	SCN3A	protein-coding
6326	SCN2A	protein-coding
80034	CSRNP3	protein-coding
2591	GALNT3	protein-coding
79809	TTC21B	protein-coding
6323	SCN1A	protein-coding
6335	SCN9A	protein-coding
6332	SCN7A	protein-coding
129446	XIRP2	protein-coding
8708	B3GALT1	protein-coding
27347	STK39	protein-coding
253782	CERS6	protein-coding
115677	NOSTRIN	protein-coding
57405	SPC25	protein-coding
57818	G6PC2	protein-coding
8647	ABCB11	protein-coding
10170	DHRS9	protein-coding
4036	LRP2	protein-coding
129880	BBS5	protein-coding
10324	KLHL41	protein-coding
79675	FASTKD1	protein-coding
9360	PPIG	protein-coding
129881	CFAP210	protein-coding
493911	PHOSPHO2	protein-coding
100526832	PHOSPHO2-KLHL23	protein-coding
151230	KLHL23	protein-coding
6741	SSB	protein-coding
29081	METTL5	protein-coding
130507	UBR3	protein-coding
140469	MYO3B	protein-coding
389058	SP5	protein-coding
285141	ERICH2	protein-coding
2571	GAD1	protein-coding
26003	GORASP2	protein-coding
9874	TLK1	protein-coding
79828	METTL8	protein-coding
80067	DCAF17	protein-coding
79901	CYBRD1	protein-coding
1781	DYNC1I2	protein-coding
8604	SLC25A12	protein-coding
8520	HAT1	protein-coding
254042	METAP1D	protein-coding
1745	DLX1	protein-coding
1746	DLX2	protein-coding
3655	ITGA6	protein-coding
5163	PDK1	protein-coding
11069	RAPGEF4	protein-coding
51776	MAP3K20	protein-coding
83879	CDCA7	protein-coding
6670	SP3	protein-coding
29789	OLA1	protein-coding
100131390	SP9	protein-coding
9541	CIR1	protein-coding
79634	SCRN3	protein-coding
151556	GPR155	protein-coding
7456	WIPF1	protein-coding
1134	CHRNA1	protein-coding
1123	CHN1	protein-coding
1386	ATF2	protein-coding
518	ATP5MC3	protein-coding
80856	LNPK	protein-coding
344191	EVX2	protein-coding
3239	HOXD13	protein-coding
3238	HOXD12	protein-coding
3237	HOXD11	protein-coding
3236	HOXD10	protein-coding
3235	HOXD9	protein-coding
3234	HOXD8	protein-coding
3233	HOXD4	protein-coding
3232	HOXD3	protein-coding
3231	HOXD1	protein-coding
10651	MTX2	protein-coding
220988	HNRNPA3	protein-coding
4780	NFE2L2	protein-coding
8540	AGPS	protein-coding
150737	TTC30B	protein-coding
92104	TTC30A	protein-coding
50940	PDE11A	protein-coding
129831	RBM45	protein-coding
114880	OSBPL6	protein-coding
8575	PRKRA	protein-coding
494513	PJVK	protein-coding
51661	FKBP7	protein-coding
65977	PLEKHA3	protein-coding
7273	TTN	protein-coding
285025	CCDC141	protein-coding
91404	SESTD1	protein-coding
151126	ZNF385B	protein-coding
57703	CWC22	protein-coding
10477	UBE2E3	protein-coding
3676	ITGA4	protein-coding
375298	CERKL	protein-coding
4760	NEUROD1	protein-coding
6744	ITPRID2	protein-coding
151242	PPP1R1C	protein-coding
5136	PDE1A	protein-coding
54431	DNAJC10	protein-coding
2487	FRZB	protein-coding
10787	NCKAP1	protein-coding
142679	DUSP19	protein-coding
129401	NUP35	protein-coding
91752	ZNF804A	protein-coding
401024	FSIP2	protein-coding
55854	ZC3H15	protein-coding
3685	ITGAV	protein-coding
165215	FAM171B	protein-coding
151112	ZSWIM2	protein-coding
10203	CALCRL	protein-coding
7035	TFPI	protein-coding
51454	GULP1	protein-coding
1281	COL3A1	protein-coding
1290	COL5A2	protein-coding
84128	WDR75	protein-coding
30061	SLC40A1	protein-coding
54529	ASNSD1	protein-coding
110599588	ASDURF	protein-coding
150709	ANKAR	protein-coding
64172	OSGEPL1	protein-coding
94101	ORMDL1	protein-coding
5378	PMS1	protein-coding
84281	C2orf88	protein-coding
2660	MSTN	protein-coding
26275	HIBCH	protein-coding
3628	INPP1	protein-coding
54842	MFSD6	protein-coding
100131211	NEMP2	protein-coding
4664	NAB1	protein-coding
2744	GLS	protein-coding
6772	STAT1	protein-coding
6775	STAT4	protein-coding
4430	MYO1B	protein-coding
64859	NABP1	protein-coding
8436	CAVIN2	protein-coding
23671	TMEFF2	protein-coding
57181	SLC39A10	protein-coding
56171	DNAH7	protein-coding
9262	STK17B	protein-coding
57520	HECW2	protein-coding
284992	CCDC150	protein-coding
9330	GTF3C3	protein-coding
401027	C2orf66	protein-coding
80055	PGAP1	protein-coding
91526	ANKRD44	protein-coding
23451	SF3B1	protein-coding
80219	COQ10B	protein-coding
3329	HSPD1	protein-coding
100529241	HSPE1-MOB4	protein-coding
3336	HSPE1	protein-coding
25843	MOB4	protein-coding
130132	RFTN2	protein-coding
92935	MARS2	protein-coding
66037	BOLL	protein-coding
5334	PLCL1	protein-coding
23314	SATB2	protein-coding
348751	FTCDNL1	protein-coding
205327	C2orf69	protein-coding
129450	TYW5	protein-coding
79568	MAIP1	protein-coding
26010	SPATS2L	protein-coding
130535	KCTD18	protein-coding
151246	SGO2	protein-coding
316	AOX1	protein-coding
9689	BZW1	protein-coding
1195	CLK1	protein-coding
53938	PPIL3	protein-coding
60491	NIF3L1	protein-coding
4999	ORC2	protein-coding
285172	HYCC2	protein-coding
4709	NDUFB3	protein-coding
8837	CFLAR	protein-coding
843	CASP10	protein-coding
841	CASP8	protein-coding
130540	FLACC1	protein-coding
66008	TRAK2	protein-coding
55437	STRADB	protein-coding
151254	C2CD6	protein-coding
65062	TMEM237	protein-coding
58538	MPP4	protein-coding
57679	ALS2	protein-coding
65061	CDK15	protein-coding
8324	FZD7	protein-coding
100652824	KIAA2012	protein-coding
7341	SUMO1	protein-coding
51602	NOP58	protein-coding
659	BMPR2	protein-coding
150864	FAM117B	protein-coding
130026	ICA1L	protein-coding
55759	WDR12	protein-coding
79800	CARF	protein-coding
65065	NBEAL1	protein-coding
57404	CYP20A1	protein-coding
10152	ABI2	protein-coding
65059	RAPH1	protein-coding
940	CD28	protein-coding
1493	CTLA4	protein-coding
29851	ICOS	protein-coding
117583	PARD3B	protein-coding
8828	NRP2	protein-coding
54891	INO80D	protein-coding
4719	NDUFS1	protein-coding
1933	EEF1B2	protein-coding
2825	CMKLR2	protein-coding
57683	ZDBF2	protein-coding
8745	ADAM23	protein-coding
200726	FAM237A	protein-coding
391475	DYTN	protein-coding
130752	MDH1B	protein-coding
22868	FASTKD2	protein-coding
130749	CPO	protein-coding
8609	KLF7	protein-coding
1385	CREB1	protein-coding
151194	METTL21A	protein-coding
151195	CCNYL1	protein-coding
7855	FZD5	protein-coding
389072	PLEKHM3	protein-coding
1421	CRYGD	protein-coding
1420	CRYGC	protein-coding
1419	CRYGB	protein-coding
1418	CRYGA	protein-coding
389073	C2orf80	protein-coding
3417	IDH1	protein-coding
200576	PIKFYVE	protein-coding
5746	PTH2R	protein-coding
4133	MAP2	protein-coding
285175	UNC80	protein-coding
6120	RPE	protein-coding
151050	KANSL1L	protein-coding
33	ACADL	protein-coding
4632	MYL1	protein-coding
10314	LANCL1	protein-coding
1373	CPS1	protein-coding
2066	ERBB4	protein-coding
22807	IKZF2	protein-coding
79582	SPAG16	protein-coding
402117	VWC2L	protein-coding
580	BARD1	protein-coding
26154	ABCA12	protein-coding
471	ATIC	protein-coding
2335	FN1	protein-coding
55686	MREG	protein-coding
55825	PECR	protein-coding
92691	TMEM169	protein-coding
7520	XRCC5	protein-coding
57574	MARCHF4	protein-coding
50485	SMARCAL1	protein-coding
6168	RPL37A	protein-coding
3485	IGFBP2	protein-coding
3488	IGFBP5	protein-coding
7141	TNP1	protein-coding
7145	TNS1	protein-coding
285180	RUFY4	protein-coding
3579	CXCR2	protein-coding
3577	CXCR1	protein-coding
10109	ARPC2	protein-coding
151306	GPBAR1	protein-coding
14	AAMP	protein-coding
25953	PNKD	protein-coding
64114	TMBIM1	protein-coding
375307	CATIP	protein-coding
6556	SLC11A1	protein-coding
58190	CTDSP1	protein-coding
7429	VIL1	protein-coding
57695	USP37	protein-coding
9125	CNOT9	protein-coding
84812	PLCD4	protein-coding
7701	ZNF142	protein-coding
617	BCS1L	protein-coding
64320	RNF25	protein-coding
27148	STK36	protein-coding
9654	TTLL4	protein-coding
1593	CYP27A1	protein-coding
53632	PRKAG3	protein-coding
7475	WNT6	protein-coding
80326	WNT10A	protein-coding
8941	CDK5R2	protein-coding
54738	FEV	protein-coding
1412	CRYBA2	protein-coding
255101	CFAP65	protein-coding
3549	IHH	protein-coding
79840	NHEJ1	protein-coding
151295	SLC23A3	protein-coding
27013	CNPPD1	protein-coding
79137	RETREG2	protein-coding
130617	ZFAND2B	protein-coding
10058	ABCB6	protein-coding
79065	ATG9A	protein-coding
55139	ANKZF1	protein-coding
79411	GLB1L	protein-coding
8576	STK16	protein-coding
7277	TUBA4A	protein-coding
80086	TUBA4B	protein-coding
3300	DNAJB2	protein-coding
5798	PTPRN	protein-coding
389075	RESP18	protein-coding
23549	DNPEP	protein-coding
1674	DES	protein-coding
10290	SPEG	protein-coding
100996693	SPEGNB	protein-coding
29926	GMPPA	protein-coding
55515	ASIC4	protein-coding
79586	CHPF	protein-coding
130612	TMEM198	protein-coding
23363	OBSL1	protein-coding
3623	INHA	protein-coding
114790	STK11IP	protein-coding
6508	SLC4A3	protein-coding
2043	EPHA4	protein-coding
5077	PAX3	protein-coding
130367	SGPP2	protein-coding
10056	FARSB	protein-coding
116255	MOGAT1	protein-coding
2181	ACSL3	protein-coding
23704	KCNE4	protein-coding
7857	SCG2	protein-coding
130340	AP1S3	protein-coding
57590	WDFY1	protein-coding
65080	MRPL44	protein-coding
5270	SERPINE2	protein-coding
79843	FAM124B	protein-coding
8452	CUL3	protein-coding
55619	DOCK10	protein-coding
57624	NYAP2	protein-coding
3667	IRS1	protein-coding
84236	RHBDD1	protein-coding
1286	COL4A4	protein-coding
1285	COL4A3	protein-coding
56947	MFF	protein-coding
79853	TM4SF20	protein-coding
3267	AGFG1	protein-coding
80704	SLC19A3	protein-coding
6364	CCL20	protein-coding
164781	DAW1	protein-coding
80309	SPHKAP	protein-coding
55022	PID1	protein-coding
92737	DNER	protein-coding
9320	TRIP12	protein-coding
130888	FBXO36	protein-coding
151473	SLC16A14	protein-coding
3431	SP110	protein-coding
11262	SP140	protein-coding
93349	SP140L	protein-coding
6672	SP100	protein-coding
51719	CAB39	protein-coding
81618	ITM2C	protein-coding
9290	GPR55	protein-coding
130560	SPATA3	protein-coding
257407	C2orf72	protein-coding
5707	PSMD1	protein-coding
3357	HTR2B	protein-coding
80210	ARMC9	protein-coding
93010	B3GNT7	protein-coding
4691	NCL	protein-coding
10316	NMUR1	protein-coding
165100	TEX44	protein-coding
5757	PTMA	protein-coding
5147	PDE6D	protein-coding
64708	COPS7B	protein-coding
4880	NPPC	protein-coding
129563	DIS3L2	protein-coding
250	ALPP	protein-coding
251	ALPG	protein-coding
248	ALPI	protein-coding
9427	ECEL1	protein-coding
646960	PRSS56	protein-coding
1144	CHRND	protein-coding
1146	CHRNG	protein-coding
200765	TIGD1	protein-coding
9470	EIF4E2	protein-coding
80303	EFHD1	protein-coding
26058	GIGYF2	protein-coding
3769	KCNJ13	protein-coding
389084	SNORC	protein-coding
25791	NGEF	protein-coding
4759	NEU2	protein-coding
3635	INPP5D	protein-coding
55054	ATG16L1	protein-coding
6295	SAG	protein-coding
8527	DGKD	protein-coding
55230	USP40	protein-coding
54576	UGT1A8	protein-coding
54575	UGT1A10	protein-coding
54600	UGT1A9	protein-coding
