ID	Symbol	Type
83758	RBP5	protein-coding
9746	CLSTN3	protein-coding
5830	PEX5	protein-coding
341392	ACSM4	protein-coding
283316	CD163L1	protein-coding
9332	CD163	protein-coding
339	APOBEC1	protein-coding
9573	GDF3	protein-coding
359787	DPPA3	protein-coding
170482	CLEC4C	protein-coding
360030	NANOGNB	protein-coding
79923	NANOG	protein-coding
144195	SLC2A14	protein-coding
6515	SLC2A3	protein-coding
55810	FOXJ2	protein-coding
719	C3AR1	protein-coding
25977	NECAP1	protein-coding
50856	CLEC4A	protein-coding
440077	ZNF705A	protein-coding
55138	FAM90A1	protein-coding
93978	CLEC6A	protein-coding
338339	CLEC4D	protein-coding
26253	CLEC4E	protein-coding
57379	AICDA	protein-coding
8076	MFAP5	protein-coding
57494	RIMKLB	protein-coding
144568	A2ML1	protein-coding
1911	PHC1	protein-coding
4074	M6PR	protein-coding
10219	KLRG1	protein-coding
2	A2M	protein-coding
5858	PZP	protein-coding
3820	KLRB1	protein-coding
29121	CLEC2D	protein-coding
969	CD69	protein-coding
51348	KLRF1	protein-coding
9976	CLEC2B	protein-coding
100431172	KLRF2	protein-coding
387836	CLEC2A	protein-coding
160364	CLEC12A	protein-coding
51266	CLEC1B	protein-coding
387837	CLEC12B	protein-coding
283420	CLEC9A	protein-coding
51267	CLEC1A	protein-coding
64581	CLEC7A	protein-coding
4973	OLR1	protein-coding
120939	TMEM52B	protein-coding
23710	GABARAPL1	protein-coding
3824	KLRD1	protein-coding
100528032	KLRC4-KLRK1	protein-coding
22914	KLRK1	protein-coding
8302	KLRC4	protein-coding
3823	KLRC3	protein-coding
3822	KLRC2	protein-coding
3821	KLRC1	protein-coding
255308	EIF2S3B	protein-coding
55110	MAGOHB	protein-coding
55359	STYK1	protein-coding
8531	YBX3	protein-coding
50837	TAS2R7	protein-coding
50836	TAS2R8	protein-coding
50835	TAS2R9	protein-coding
50839	TAS2R10	protein-coding
11272	PRR4	protein-coding
5554	PRH1	protein-coding
50838	TAS2R13	protein-coding
5555	PRH2	protein-coding
106707243	PRH1-TAS2R14	protein-coding
50840	TAS2R14	protein-coding
259296	TAS2R50	protein-coding
259295	TAS2R20	protein-coding
259294	TAS2R19	protein-coding
259290	TAS2R31	protein-coding
259292	TAS2R46	protein-coding
259289	TAS2R43	protein-coding
259293	TAS2R30	protein-coding
100129361	SMIM10L1	protein-coding
353164	TAS2R42	protein-coding
5544	PRB3	protein-coding
5545	PRB4	protein-coding
5542	PRB1	protein-coding
653247	PRB2	protein-coding
2120	ETV6	protein-coding
79370	BCL2L14	protein-coding
4040	LRP6	protein-coding
54682	MANSC1	protein-coding
118426	BORCS5	protein-coding
80824	DUSP16	protein-coding
1389	CREBL2	protein-coding
2842	GPR19	protein-coding
1027	CDKN1B	protein-coding
81575	APOLD1	protein-coding
51202	DDX47	protein-coding
9052	GPRC5A	protein-coding
55507	GPRC5D	protein-coding
50865	HEBP1	protein-coding
57613	FAM234B	protein-coding
83445	GSG1	protein-coding
2012	EMP1	protein-coding
2904	GRIN2B	protein-coding
55729	ATF7IP	protein-coding
79887	PLBD1	protein-coding
144608	C12orf60	protein-coding
2984	GUCY2C	protein-coding
105369669	LOC105369669	protein-coding
121504	H4C16	protein-coding
55766	H2AJ	protein-coding
51729	WBP11	protein-coding
440087	SMCO3	protein-coding
420	ART4	protein-coding
4256	MGP	protein-coding
121506	ERP27	protein-coding
397	ARHGDIB	protein-coding
5149	PDE6H	protein-coding
85004	RERG	protein-coding
5800	PTPRO	protein-coding
2059	EPS8	protein-coding
11171	STRAP	protein-coding
51071	DERA	protein-coding
729025	SLC15A5	protein-coding
4257	MGST1	protein-coding
55885	LMO3	protein-coding
79785	RERGL	protein-coding
5288	PIK3C2G	protein-coding
89869	PLCZ1	protein-coding
93661	CAPZA3	protein-coding
54477	PLEKHA5	protein-coding
121536	AEBP2	protein-coding
5139	PDE3A	protein-coding
53919	SLCO1C1	protein-coding
28234	SLCO1B3	protein-coding
115072896	SLCO1B3-SLCO1B7	protein-coding
10599	SLCO1B1	protein-coding
6579	SLCO1A2	protein-coding
3375	IAPP	protein-coding
79912	PYROXD1	protein-coding
5965	RECQL	protein-coding
51026	GOLT1B	protein-coding
80763	SPX	protein-coding
2998	GYS2	protein-coding
3945	LDHB	protein-coding
3764	KCNJ8	protein-coding
10060	ABCC9	protein-coding
55907	CMAS	protein-coding
6489	ST8SIA1	protein-coding
9847	C2CD5	protein-coding
55500	ETNK1	protein-coding
6660	SOX5	protein-coding
586	BCAT1	protein-coding
4033	IRAG2	protein-coding
55259	DNAI7	protein-coding
144363	ETFRF1	protein-coding
3845	KRAS	protein-coding
160492	LMNTD1	protein-coding
11228	RASSF8	protein-coding
79365	BHLHE41	protein-coding
8082	SSPN	protein-coding
3709	ITPR2	protein-coding
55726	INTS13	protein-coding
26127	FGFR1OP2	protein-coding
51768	TM7SF3	protein-coding
9412	MED21	protein-coding
728858	C12orf71	protein-coding
23012	STK38L	protein-coding
56938	BMAL2	protein-coding
341346	SMCO2	protein-coding
8496	PPFIBP1	protein-coding
387849	REP15	protein-coding
60488	MRPS35	protein-coding
100287284	MANSC4	protein-coding
57542	KLHL42	protein-coding
5744	PTHLH	protein-coding
55297	CCDC91	protein-coding
55711	FAR2	protein-coding
51290	ERGIC2	protein-coding
341350	OVCH1	protein-coding
83857	TMTC1	protein-coding
10526	IPO8	protein-coding
65981	CAPRIN2	protein-coding
441631	TSPAN11	protein-coding
1663	DDX11	protein-coding
58516	SINHCAF	protein-coding
160518	DENND5B	protein-coding
254013	ETFBKMT	protein-coding
196394	AMN1	protein-coding
440093	H3-5	protein-coding
55196	RESF1	protein-coding
636	BICD1	protein-coding
121512	FGD4	protein-coding
10059	DNM1L	protein-coding
51067	YARS2	protein-coding
5318	PKP2	protein-coding
341359	SYT10	protein-coding
84920	ALG10	protein-coding
144245	ALG10B	protein-coding
144402	CPNE8	protein-coding
55605	KIF21A	protein-coding
225	ABCD2	protein-coding
283461	C12orf40	protein-coding
114134	SLC2A13	protein-coding
120892	LRRK2	protein-coding
283463	MUC19	protein-coding
1272	CNTN1	protein-coding
29951	PDZRN4	protein-coding
283464	GXYLT1	protein-coding
10138	YAF2	protein-coding
85437	ZCRB1	protein-coding
51535	PPHLN1	protein-coding
144165	PRICKLE1	protein-coding
80070	ADAMTS20	protein-coding
83448	PUS7L	protein-coding
51135	IRAK4	protein-coding
5756	TWF1	protein-coding
84216	TMEM117	protein-coding
4753	NELL2	protein-coding
440097	DBX2	protein-coding
196527	ANO6	protein-coding
196528	ARID2	protein-coding
9169	SCAF11	protein-coding
81539	SLC38A1	protein-coding
54407	SLC38A2	protein-coding
55089	SLC38A4	protein-coding
347902	AMIGO2	protein-coding
91523	PCED1B	protein-coding
79657	RPAP3	protein-coding
8909	ENDOU	protein-coding
10411	RAPGEF3	protein-coding
55652	SLC48A1	protein-coding
51564	HDAC7	protein-coding
7421	VDR	protein-coding
79022	TMEM106C	protein-coding
1280	COL2A1	protein-coding
29843	SENP1	protein-coding
5213	PFKM	protein-coding
140461	ASB8	protein-coding
387856	CCDC184	protein-coding
121275	OR10AD1	protein-coding
341567	H1-7	protein-coding
121274	ZNF641	protein-coding
121273	C12orf54	protein-coding
23519	ANP32D	protein-coding
341568	OR8S1	protein-coding
3906	LALBA	protein-coding
54934	KANSL2	protein-coding
904	CCNT1	protein-coding
255411	TEX49	protein-coding
112	ADCY6	protein-coding
784	CACNB3	protein-coding
9416	DDX23	protein-coding
27289	RND1	protein-coding
85478	CCDC65	protein-coding
51303	FKBP11	protein-coding
377	ARF3	protein-coding
7480	WNT10B	protein-coding
7471	WNT1	protein-coding
23109	DDN	protein-coding
5571	PRKAG1	protein-coding
8085	KMT2D	protein-coding
121268	RHEBL1	protein-coding
50846	DHH	protein-coding
55716	LMBR1L	protein-coding
10376	TUBA1B	protein-coding
7846	TUBA1A	protein-coding
84790	TUBA1C	protein-coding
5630	PRPH	protein-coding
10024	TROAP	protein-coding
338761	C1QL4	protein-coding
79962	DNAJC22	protein-coding
65244	SPATS2	protein-coding
23416	KCNH3	protein-coding
10445	MCRS1	protein-coding
84070	FAM186B	protein-coding
25766	PRPF40B	protein-coding
91010	FMNL3	protein-coding
7009	TMBIM6	protein-coding
57701	NCKAP5L	protein-coding
144233	BCDIN3D	protein-coding
23017	FAIM2	protein-coding
359	AQP2	protein-coding
362	AQP5	protein-coding
363	AQP6	protein-coding
29127	RACGAP1	protein-coding
41	ASIC1	protein-coding
6602	SMARCD1	protein-coding
2819	GPD1	protein-coding
84987	COX14	protein-coding
91012	CERS5	protein-coding
51474	LIMA1	protein-coding
121006	FAM186A	protein-coding
113251	LARP4	protein-coding
57609	DIP2B	protein-coding
466	ATF1	protein-coding
283471	TMPRSS12	protein-coding
25840	METTL7A	protein-coding
613227	HIGD1C	protein-coding
4891	SLC11A2	protein-coding
25875	LETMD1	protein-coding
81566	CSRNP2	protein-coding
7024	TFCP2	protein-coding
5463	POU6F1	protein-coding
9802	DAZAP2	protein-coding
57228	SMAGP	protein-coding
51411	BIN2	protein-coding
1990	CELA1	protein-coding
11226	GALNT6	protein-coding
9498	SLC4A8	protein-coding
6334	SCN8A	protein-coding
401720	FIGNL2	protein-coding
341405	ANKRD33	protein-coding
94	ACVRL1	protein-coding
91	ACVR1B	protein-coding
160622	TAMALIN	protein-coding
3164	NR4A1	protein-coding
60673	ATG101	protein-coding
113523638	SMIM41	protein-coding
144501	KRT80	protein-coding
3855	KRT7	protein-coding
3892	KRT86	protein-coding
3887	KRT81	protein-coding
3889	KRT83	protein-coding
3891	KRT85	protein-coding
3890	KRT84	protein-coding
3888	KRT82	protein-coding
9119	KRT75	protein-coding
3854	KRT6B	protein-coding
286887	KRT6C	protein-coding
3853	KRT6A	protein-coding
3852	KRT5	protein-coding
112802	KRT71	protein-coding
121391	KRT74	protein-coding
140807	KRT72	protein-coding
319101	KRT73	protein-coding
3849	KRT2	protein-coding
3848	KRT1	protein-coding
374454	KRT77	protein-coding
51350	KRT76	protein-coding
3850	KRT3	protein-coding
3851	KRT4	protein-coding
338785	KRT79	protein-coding
196374	KRT78	protein-coding
3856	KRT8	protein-coding
3875	KRT18	protein-coding
1975	EIF4B	protein-coding
23371	TNS2	protein-coding
84926	SPRYD3	protein-coding
3489	IGFBP6	protein-coding
8435	SOAT2	protein-coding
51380	CSAD	protein-coding
283337	ZNF740	protein-coding
3695	ITGB7	protein-coding
5916	RARG	protein-coding
84975	MFSD5	protein-coding
9700	ESPL1	protein-coding
5204	PFDN5	protein-coding
60314	MYG1	protein-coding
8086	AAAS	protein-coding
121340	SP7	protein-coding
6667	SP1	protein-coding
269	AMHR2	protein-coding
54458	PRR13	protein-coding
5094	PCBP2	protein-coding
7786	MAP3K12	protein-coding
6895	TARBP2	protein-coding
114108587	ATF7-NPFF	protein-coding
8620	NPFF	protein-coding
11016	ATF7	protein-coding
517	ATP5MC2	protein-coding
57658	CALCOCO1	protein-coding
3229	HOXC13	protein-coding
3228	HOXC12	protein-coding
3227	HOXC11	protein-coding
3226	HOXC10	protein-coding
3225	HOXC9	protein-coding
3224	HOXC8	protein-coding
3221	HOXC4	protein-coding
3222	HOXC5	protein-coding
3223	HOXC6	protein-coding
23583	SMUG1	protein-coding
23468	CBX5	protein-coding
3178	HNRNPA1	protein-coding
4778	NFE2	protein-coding
22818	COPZ1	protein-coding
53831	GPR84	protein-coding
25946	ZNF385A	protein-coding
3678	ITGA5	protein-coding
121355	GTSF1	protein-coding
3071	NCKAP1L	protein-coding
5153	PDE1B	protein-coding
5502	PPP1R1A	protein-coding
90070	LACRT	protein-coding
117159	DCD	protein-coding
118430	MUCL1	protein-coding
9840	TESPA1	protein-coding
58158	NEUROD4	protein-coding
441639	OR9K2	protein-coding
121364	OR10A7	protein-coding
254783	OR6C74	protein-coding
283365	OR6C6	protein-coding
390321	OR6C1	protein-coding
254786	OR6C3	protein-coding
390323	OR6C75	protein-coding
403282	OR6C65	protein-coding
390326	OR6C76	protein-coding
341416	OR6C2	protein-coding
390327	OR6C70	protein-coding
403284	OR6C68	protein-coding
341418	OR6C4	protein-coding
121129	OR2AP1	protein-coding
121130	OR10P1	protein-coding
196410	METTL7B	protein-coding
3679	ITGA7	protein-coding
2647	BLOC1S1	protein-coding
5959	RDH5	protein-coding
967	CD63	protein-coding
10220	GDF11	protein-coding
84324	SARNP	protein-coding
29095	ORMDL2	protein-coding
85406	DNAJC14	protein-coding
4327	MMP19	protein-coding
84305	PYM1	protein-coding
1606	DGKA	protein-coding
6490	PMEL	protein-coding
1017	CDK2	protein-coding
5869	RAB5B	protein-coding
6821	SUOX	protein-coding
64375	IKZF4	protein-coding
6231	RPS26	protein-coding
2065	ERBB3	protein-coding
5036	PA2G4	protein-coding
6171	RPL41	protein-coding
84872	ZC3H10	protein-coding
23344	ESYT1	protein-coding
140465	MYL6B	protein-coding
4637	MYL6	protein-coding
6601	SMARCC2	protein-coding
10193	RNF41	protein-coding
79035	NABP2	protein-coding
283375	SLC39A5	protein-coding
283373	ANKRD52	protein-coding
93058	COQ10A	protein-coding
1431	CS	protein-coding
10330	CNPY2	protein-coding
9924	PAN2	protein-coding
51561	IL23A	protein-coding
6773	STAT2	protein-coding
319	APOF	protein-coding
8914	TIMELESS	protein-coding
4284	MIP	protein-coding
283377	SPRYD4	protein-coding
27165	GLS2	protein-coding
5939	RBMS2	protein-coding
11176	BAZ2A	protein-coding
506	ATP5F1B	protein-coding
10728	PTGES3	protein-coding
4666	NACA	protein-coding
5557	PRIM1	protein-coding
8630	HSD17B6	protein-coding
121214	SDR9C7	protein-coding
8608	RDH16	protein-coding
11318	GPR182	protein-coding
9880	ZBTB39	protein-coding
6866	TAC3	protein-coding
4640	MYO1A	protein-coding
23306	NEMP1	protein-coding
4665	NAB2	protein-coding
6778	STAT6	protein-coding
4035	LRP1	protein-coding
11247	NXPH4	protein-coding
6472	SHMT2	protein-coding
56901	NDUFA4L2	protein-coding
246329	STAC3	protein-coding
22864	R3HDM2	protein-coding
3626	INHBC	protein-coding
83729	INHBE	protein-coding
2735	GLI1	protein-coding
64333	ARHGAP9	protein-coding
4141	MARS1	protein-coding
1649	DDIT3	protein-coding
114785	MBD6	protein-coding
10540	DCTN2	protein-coding
3798	KIF5A	protein-coding
79837	PIP4K2C	protein-coding
196403	DTX3	protein-coding
115557	ARHGEF25	protein-coding
2583	B4GALNT1	protein-coding
10956	OS9	protein-coding
116986	AGAP2	protein-coding
6302	TSPAN31	protein-coding
1019	CDK4	protein-coding
92979	MARCHF9	protein-coding
1594	CYP27B1	protein-coding
4234	METTL1	protein-coding
25895	EEF1AKMT3	protein-coding
10102	TSFM	protein-coding
10677	AVIL	protein-coding
10106	CTDSP2	protein-coding
91419	ATP23	protein-coding
105369787	LOC105369787	protein-coding
121227	LRIG3	protein-coding
9194	SLC16A7	protein-coding
338811	TAFA2	protein-coding
9958	USP15	protein-coding
23041	MON2	protein-coding
57460	PPM1H	protein-coding
552	AVPR1A	protein-coding
283417	DPY19L2	protein-coding
10329	RXYLT1	protein-coding
57522	SRGAP1	protein-coding
144577	KICS2	protein-coding
115749	C12orf56	protein-coding
11260	XPOT	protein-coding
29110	TBK1	protein-coding
283349	RASSF3	protein-coding
2799	GNS	protein-coding
23329	TBC1D30	protein-coding
11197	WIF1	protein-coding
23592	LEMD3	protein-coding
253827	MSRB3	protein-coding
8091	HMGA2	protein-coding
84298	LLPH	protein-coding
51643	TMBIM4	protein-coding
11213	IRAK3	protein-coding
92797	HELB	protein-coding
23426	GRIP1	protein-coding
55832	CAND1	protein-coding
8445	DYRK2	protein-coding
3458	IFNG	protein-coding
55801	IL26	protein-coding
50616	IL22	protein-coding
56890	MDM1	protein-coding
5908	RAP1B	protein-coding
57122	NUP107	protein-coding
55508	SLC35E3	protein-coding
4193	MDM2	protein-coding
1368	CPM	protein-coding
11052	CPSF6	protein-coding
4069	LYZ	protein-coding
8089	YEATS4	protein-coding
10818	FRS2	protein-coding
10576	CCT2	protein-coding
376132	LRRC10	protein-coding
144453	BEST3	protein-coding
117177	RAB3IP	protein-coding
196446	MYRFL	protein-coding
4848	CNOT2	protein-coding
27345	KCNMB4	protein-coding
5787	PTPRB	protein-coding
5801	PTPRR	protein-coding
7103	TSPAN8	protein-coding
8549	LGR5	protein-coding
196441	ZFC3H1	protein-coding
83591	THAP2	protein-coding
55266	TMEM19	protein-coding
23011	RAB21	protein-coding
64786	TBC1D15	protein-coding
121278	TPH2	protein-coding
29953	TRHDE	protein-coding
552889	ATXN7L3B	protein-coding
3747	KCNC2	protein-coding
84698	CAPS2	protein-coding
256710	GLIPR1L1	protein-coding
144321	GLIPR1L2	protein-coding
11010	GLIPR1	protein-coding
11103	KRR1	protein-coding
22822	PHLDA1	protein-coding
4673	NAP1L1	protein-coding
79738	BBS10	protein-coding
114882	OSBPL8	protein-coding
23390	ZDHHC17	protein-coding
1466	CSRP2	protein-coding
144455	E2F7	protein-coding
89795	NAV3	protein-coding
6857	SYT1	protein-coding
5074	PAWR	protein-coding
4659	PPP1R12A	protein-coding
283310	OTOGL	protein-coding
374462	PTPRQ	protein-coding
4618	MYF6	protein-coding
4617	MYF5	protein-coding
8825	LIN7A	protein-coding
79611	ACSS3	protein-coding
8499	PPFIA2	protein-coding
29080	CCDC59	protein-coding
84190	METTL25	protein-coding
160335	TMTC2	protein-coding
55117	SLC6A15	protein-coding
144448	TSPAN19	protein-coding
84125	LRRIQ1	protein-coding
8092	ALX1	protein-coding
9182	RASSF9	protein-coding
4922	NTS	protein-coding
25834	MGAT4C	protein-coding
160419	C12orf50	protein-coding
91298	C12orf29	protein-coding
80184	CEP290	protein-coding
160418	TMTC3	protein-coding
4254	KITLG	protein-coding
1848	DUSP6	protein-coding
282809	POC1B	protein-coding
100528030	POC1B-GALNT4	protein-coding
8693	GALNT4	protein-coding
490	ATP2B1	protein-coding
196477	CCER1	protein-coding
1833	EPYC	protein-coding
11081	KERA	protein-coding
4060	LUM	protein-coding
1634	DCN	protein-coding
694	BTG1	protein-coding
440107	PLEKHG7	protein-coding
8411	EEA1	protein-coding
11163	NUDT4	protein-coding
7334	UBE2N	protein-coding
28977	MRPL42	protein-coding
8835	SOCS2	protein-coding
8738	CRADD	protein-coding
10154	PLXNC1	protein-coding
51134	CEP83	protein-coding
57458	TMCC3	protein-coding
55967	NDUFA12	protein-coding
7181	NR2C1	protein-coding
55785	FGD6	protein-coding
55591	VEZT	protein-coding
10988	METAP2	protein-coding
84101	USP44	protein-coding
59277	NTN4	protein-coding
6636	SNRPF	protein-coding
120935	CCDC38	protein-coding
144193	AMDHD1	protein-coding
3034	HAL	protein-coding
4048	LTA4H	protein-coding
2004	ELK3	protein-coding
5128	CDK17	protein-coding
144535	CFAP54	protein-coding
121441	NEDD1	protein-coding
7112	TMPO	protein-coding
5250	SLC25A3	protein-coding
121457	IKBIP	protein-coding
317	APAF1	protein-coding
56899	ANKS1B	protein-coding
196472	GARIN6	protein-coding
23074	BLTP3B	protein-coding
64431	ACTR6	protein-coding
120863	DEPDC4	protein-coding
55681	SCYL2	protein-coding
246213	SLC17A8	protein-coding
9971	NR1H4	protein-coding
283431	GAS2L3	protein-coding
121601	ANO4	protein-coding
160728	SLC5A8	protein-coding
27340	UTP20	protein-coding
400	ARL1	protein-coding
121599	SPIC	protein-coding
4604	MYBPC1	protein-coding
56994	CHPT1	protein-coding
50511	SYCP3	protein-coding
79158	GNPTAB	protein-coding
55332	DRAM1	protein-coding
51019	WASHC3	protein-coding
79023	NUP37	protein-coding
55010	PARPBP	protein-coding
5367	PMCH	protein-coding
3479	IGF1	protein-coding
5053	PAH	protein-coding
429	ASCL1	protein-coding
374470	C12orf42	protein-coding
55576	STAB2	protein-coding
51559	NT5DC3	protein-coding
7184	HSP90B1	protein-coding
728568	UQCC6	protein-coding
6996	TDG	protein-coding
83468	GLT8D2	protein-coding
29915	HCFC2	protein-coding
4801	NFYB	protein-coding
7296	TXNRD1	protein-coding
493861	EID3	protein-coding
50515	CHST11	protein-coding
84102	SLC41A2	protein-coding
121053	NOPCHAP1	protein-coding
160428	ALDH1L2	protein-coding
23325	WASHC4	protein-coding
55198	APPL2	protein-coding
387882	C12orf75	protein-coding
9891	NUAK1	protein-coding
10970	CKAP4	protein-coding
255394	TCP11L2	protein-coding
55703	POLR3B	protein-coding
5992	RFX4	protein-coding
55188	RIC8B	protein-coding
90488	TMEM263	protein-coding
80298	MTERF2	protein-coding
1407	CRY1	protein-coding
121551	ABTB3	protein-coding
11137	PWP1	protein-coding
11108	PRDM4	protein-coding
121549	ASCL4	protein-coding
9671	WSCD2	protein-coding
1240	CMKLR1	protein-coding
11153	FICD	protein-coding
9733	SART3	protein-coding
23479	ISCU	protein-coding
338773	TMEM119	protein-coding
6404	SELPLG	protein-coding
23603	CORO1C	protein-coding
54434	SSH1	protein-coding
1610	DAO	protein-coding
55530	SVOP	protein-coding
84749	USP30	protein-coding
121642	ALKBH2	protein-coding
7374	UNG	protein-coding
32	ACACB	protein-coding
121643	FOXN4	protein-coding
283446	MYO1H	protein-coding
83892	KCTD10	protein-coding
89910	UBE3B	protein-coding
326625	MMAB	protein-coding
4598	MVK	protein-coding
84915	FAM222A	protein-coding
59341	TRPV4	protein-coding
51228	GLTP	protein-coding
84260	TCHP	protein-coding
9815	GIT2	protein-coding
88455	ANKRD13A	protein-coding
400073	C12orf76	protein-coding
28981	IFT81	protein-coding
488	ATP2A2	protein-coding
51434	ANAPC7	protein-coding
10094	ARPC3	protein-coding
51184	GPN3	protein-coding
29902	FAM216A	protein-coding
51699	VPS29	protein-coding
144715	RAD9B	protein-coding
160760	PPTC7	protein-coding
79600	TCTN1	protein-coding
84329	HVCN1	protein-coding
5501	PPP1CC	protein-coding
160762	CCDC63	protein-coding
4633	MYL2	protein-coding
23316	CUX2	protein-coding
144717	PHETA1	protein-coding
10019	SH2B3	protein-coding
6311	ATXN2	protein-coding
8315	BRAP	protein-coding
80724	ACAD10	protein-coding
217	ALDH2	protein-coding
8550	MAPKAPK5	protein-coding
89894	TMEM116	protein-coding
10961	ERP29	protein-coding
80018	NAA25	protein-coding
10906	TRAFD1	protein-coding
283450	HECTD4	protein-coding
6128	RPL6	protein-coding
5781	PTPN11	protein-coding
22895	RPH3A	protein-coding
4938	OAS1	protein-coding
4940	OAS3	protein-coding
4939	OAS2	protein-coding
1840	DTX1	protein-coding
8437	RASAL1	protein-coding
387885	CFAP73	protein-coding
79039	DDX54	protein-coding
84934	RITA1	protein-coding
115811	IQCD	protein-coding
53373	TPCN1	protein-coding
80024	SLC8B1	protein-coding
196463	PLBD2	protein-coding
10993	SDS	protein-coding
113675	SDSL	protein-coding
64211	LHX5	protein-coding
9904	RBM19	protein-coding
6910	TBX5	protein-coding
6926	TBX3	protein-coding
23389	MED13L	protein-coding
643246	MAP1LC3B2	protein-coding
79794	SPRING1	protein-coding
84900	RNFT2	protein-coding
8739	HRK	protein-coding
26259	FBXW8	protein-coding
54997	TESC	protein-coding
23014	FBXO21	protein-coding
4842	NOS1	protein-coding
283455	KSR2	protein-coding
5985	RFC5	protein-coding
55884	WSB2	protein-coding
54621	VSIG10	protein-coding
5037	PEBP1	protein-coding
51347	TAOK3	protein-coding
64426	SUDS3	protein-coding
84530	SRRM4	protein-coding
26353	HSPB8	protein-coding
160777	CCDC60	protein-coding
387890	TMEM233	protein-coding
5564	PRKAB1	protein-coding
11113	CIT	protein-coding
92558	BICDL1	protein-coding
11021	RAB35	protein-coding
10985	GCN1	protein-coding
6175	RPLP0	protein-coding
5829	PXN	protein-coding
23409	SIRT4	protein-coding
5319	PLA2G1B	protein-coding
4440	MSI1	protein-coding
1337	COX6A1	protein-coding
51499	TRIAP1	protein-coding
283459	GATC	protein-coding
8683	SRSF9	protein-coding
8655	DYNLL1	protein-coding
84274	COQ5	protein-coding
9921	RNF10	protein-coding
51367	POP5	protein-coding
9478	CABP1	protein-coding
9761	MLEC	protein-coding
84747	UNC119B	protein-coding
35	ACADS	protein-coding
121665	SPPL3	protein-coding
6927	HNF1A	protein-coding
64897	C12orf43	protein-coding
8638	OASL	protein-coding
5027	P2RX7	protein-coding
5025	P2RX4	protein-coding
10645	CAMKK2	protein-coding
51433	ANAPC5	protein-coding
80196	RNF34	protein-coding
84678	KDM2B	protein-coding
84876	ORAI1	protein-coding
283385	MORN3	protein-coding
144404	TMEM120B	protein-coding
54509	RHOF	protein-coding
23067	SETD1B	protein-coding
3242	HPD	protein-coding
5715	PSMD9	protein-coding
144406	CFAP251	protein-coding
605	BCL7A	protein-coding
22877	MLXIP	protein-coding
254050	LRRC43	protein-coding
386653	IL31	protein-coding
79369	B3GNT4	protein-coding
56616	DIABLO	protein-coding
65082	VPS33A	protein-coding
6249	CLIP1	protein-coding
55596	ZCCHC8	protein-coding
65117	RSRC2	protein-coding
9735	KNTC1	protein-coding
338442	HCAR2	protein-coding
8843	HCAR3	protein-coding
27198	HCAR1	protein-coding
8562	DENR	protein-coding
84660	CCDC62	protein-coding
9026	HIP1R	protein-coding
79720	VPS37B	protein-coding
23457	ABCB9	protein-coding
79676	OGFOD2	protein-coding
51329	ARL6IP4	protein-coding
57605	PITPNM2	protein-coding
10198	MPHOSPH9	protein-coding
91574	MTRFR	protein-coding
8099	CDK2AP1	protein-coding
55206	SBNO1	protein-coding
387893	KMT5A	protein-coding
196383	RILPL2	protein-coding
11066	SNRNP35	protein-coding
353116	RILPL1	protein-coding
10959	TMED2	protein-coding
57696	DDX55	protein-coding
1967	EIF2B1	protein-coding
2967	GTF2H3	protein-coding
79867	TCTN2	protein-coding
23545	ATP6V0A2	protein-coding
196385	DNAH10	protein-coding
80212	CCDC92	protein-coding
100533183	ZNF664-RFLNA	protein-coding
144348	ZNF664	protein-coding
144347	RFLNA	protein-coding
9612	NCOR2	protein-coding
949	SCARB1	protein-coding
7316	UBC	protein-coding
57647	DHX37	protein-coding
140707	BRI3BP	protein-coding
65985	AACS	protein-coding
114795	TMEM132B	protein-coding
107984449	LOC107984449	protein-coding
92293	TMEM132C	protein-coding
121260	SLC15A4	protein-coding
144423	GLT1D1	protein-coding
121256	TMEM132D	protein-coding
11211	FZD10	protein-coding
9271	PIWIL1	protein-coding
23504	RIMBP2	protein-coding
2054	STX2	protein-coding
5901	RAN	protein-coding
283383	ADGRD1	protein-coding
100996701	LOC100996701	protein-coding
6433	SFSWAP	protein-coding
4326	MMP17	protein-coding
8408	ULK1	protein-coding
80324	PUS1	protein-coding
57634	EP400	protein-coding
317781	DDX51	protein-coding
79050	NOC4L	protein-coding
50614	GALNT9	protein-coding
105370092	LOC105370092	protein-coding
100129528	MUC8	protein-coding
57666	FBRSL1	protein-coding
100507055	LRCOL1	protein-coding
22953	P2RX2	protein-coding
5426	POLE	protein-coding
5827	PXMP2	protein-coding
192111	PGAM5	protein-coding
23141	ANKLE2	protein-coding
2802	GOLGA3	protein-coding
55743	CHFR	protein-coding
100289635	ZNF605	protein-coding
7574	ZNF26	protein-coding
7637	ZNF84	protein-coding
7699	ZNF140	protein-coding
101060200	ZNF891	protein-coding
7556	ZNF10	protein-coding
10795	ZNF268	protein-coding
647589	ANHX	protein-coding
105379278	LOC105379278	protein-coding
7278	TUBA3C	protein-coding
93492	TPTE2	protein-coding
54737	MPHOSPH8	protein-coding
55269	PSPC1	protein-coding
9205	ZMYM5	protein-coding
7750	ZMYM2	protein-coding
2700	GJA3	protein-coding
2706	GJB2	protein-coding
10804	GJB6	protein-coding
51084	CRYL1	protein-coding
8100	IFT88	protein-coding
53342	IL17D	protein-coding
221143	EEF1AKMT1	protein-coding
64328	XPO4	protein-coding
26524	LATS2	protein-coding
10284	SAP18	protein-coding
221150	SKA3	protein-coding
